direction,level,closeback,depth_cap,div,entry,rr,trades,winrate,avg_r,sum_r,pf,risk_pct,h1_avg_r,h2_avg_r,pos_datasets
long,piv3,1,1.0,True,next_open,2.5,1410,0.25673758865248225,-0.13236932152212386,-186.64074334619465,0.8288906205500679,0.0028225425269393684,-0.24378139744108948,-0.027700204805956714,0
short,piv3,1,none,True,next_open,2.5,2143,0.25151656556229585,-0.13293263978133882,-284.8746470514091,0.8253810647659824,0.002162298537539348,-0.15999245559617434,-0.10664453904493927,0
short,piv3,2,none,True,next_open,2.5,2297,0.25163256421419244,-0.13303783011019255,-305.5878957631123,0.8253404976375569,0.0022123837742022193,-0.15037402391615814,-0.11607493935775767,0
long,piv5,1,none,False,break,1.5,1884,0.3492569002123142,-0.13363492895820284,-251.76820615725416,0.7967592283157987,0.003968850201374406,-0.16769134108854114,-0.10000961065229919,1
long,piv5,2,1.0,False,break,1.5,2054,0.34907497565725415,-0.1337307852656377,-274.68303293561985,0.7965586692802727,0.003843671120328974,-0.15448233451465954,-0.11269441083084496,1
long,major,1,1.0,True,next_open,2.5,782,0.2531969309462916,-0.1342816542064969,-105.00825358948059,0.8249886514705744,0.002768881323626561,-0.21123501120713598,-0.06587867020592886,0
long,major,1,none,False,break,1.5,974,0.3490759753593429,-0.1355178711665053,-131.99440651617616,0.794399444642435,0.004214946298451495,-0.17018767296684206,-0.10384506598545107,1
short,piv3,1,1.0,True,next_open,2.5,2101,0.25083293669681106,-0.1355891772190021,-284.8728613371234,0.822110754191718,0.0020878474831213865,-0.1650068084313263,-0.10713560695464729,0
long,piv3,1,none,True,next_open,2.5,1460,0.2554794520547945,-0.1357128379083525,-198.14074334619465,0.8246182995856729,0.0029432798871718195,-0.24402629318180605,-0.03289459131365892,0
short,piv3,2,1.0,True,next_open,2.5,2244,0.25089126559714797,-0.13595637702710633,-305.08611004882664,0.8217558288138839,0.002123207978962259,-0.15569810015203212,-0.11663246814821074,0
long,piv5,1,1.0,False,break,1.5,1823,0.3472298409215579,-0.13802066409001132,-251.61167063609065,0.7905176705985707,0.0038409160915819232,-0.17415556257869294,-0.10224080281355472,1
long,piv3,2,1.0,True,next_open,1.5,1501,0.35443037974683544,-0.13833233605682488,-207.63683642129416,0.7935270180036362,0.002851088394829173,-0.19132437493606608,-0.08973938086487707,0
long,major,1,1.0,True,next_open,1.5,788,0.35152284263959394,-0.1391684966099125,-109.66477532861106,0.7911802533595468,0.0027641350992061403,-0.16772630315272768,-0.1140185428765025,0
