symbol,tf,direction,variant,rr,trades,winrate,avg_r,sum_r,pf,gross_win,gross_loss,h1_sum_r,h2_sum_r,h1_trades,h2_trades
US100,H1,long,11_mtf,2.5,9,0.3333333333333333,0.16666666666666666,1.5,1.25,7.5,6.0,0.5,1.0,3,6
US100,H1,long,12_obv,2.5,127,0.2755905511811024,-0.03543307086614173,-4.5,0.9510869565217391,87.5,92.0,-8.0,3.5,64,63
US100,H1,long,12_obv_bb,2.5,95,0.2631578947368421,-0.07894736842105263,-7.5,0.8928571428571429,62.5,70.0,-1.0,-6.5,50,45
US100,H1,long,03_reentry,2.5,76,0.14473684210526316,-0.4934210526315789,-37.5,0.4230769230769231,27.5,65.0,-14.5,-23.0,39,37
US100,H1,long,07_bos,2.5,63,0.20634920634920634,-0.2777777777777778,-17.5,0.65,32.5,50.0,-13.5,-4.0,31,32
US100,H1,long,07_retest,2.5,60,0.18333333333333332,-0.35833333333333334,-21.5,0.5612244897959183,27.5,49.0,-13.5,-8.0,31,29
US100,H1,long,08_choch,2.5,7,0.14285714285714285,-0.3706080833272208,-2.5942565832905453,0.4907487401007919,2.5,5.094256583290545,-0.5,-2.0942565832905453,4,3
US100,H1,short,00_base_div,1.5,58,0.27586206896551724,-0.3103448275862069,-18.0,0.5714285714285714,24.0,42.0,-10.0,-8.0,30,28
US100,H1,short,00_base_hid,1.5,16,0.4375,0.09375,1.5,1.1666666666666667,10.5,9.0,0.5,1.0,12,4
US100,H1,short,02_fib_deep,1.5,15,0.2,-0.5,-7.5,0.375,4.5,12.0,-5.5,-2.0,8,7
US100,H1,short,04a_hvn,1.5,9,0.3333333333333333,-0.16666666666666666,-1.5,0.75,4.5,6.0,0.0,-1.5,5,4
US100,H1,short,04b_avwap,1.5,2,0.0,-1.0,-2.0,0.0,0.0,2.0,-2.0,0.0,2,0
